coordinate,z,x,k,tau_deviation
z,13.522732770217432,3.69771536091691,1.0325511564109373,-0.09866532271011891
x,3.69771536091691,0.1372911944484391,0.3081755295597209,-0.029447681973512288
k,1.0325511564109373,0.3081755295597209,0.4438037804528363,0.13046305491128646
tau_deviation,-0.09866532271011891,-0.029447681973512288,0.13046305491128646,-0.07955381660724199
