t_years,specialisation_margin_automation_composite,specialisation_margin_new_task_composite,tax_margin,tax_speed_margin,transfer_margin,net_rental_tax_base_margin
8.0,1.0407241081069456,0.5842758918930543,0.4514628348477694,0.499646129866391,0.020134556530638337,0.04043543452299099
8.25,1.0407413859850627,0.5842586140149374,0.4513735406258487,0.4996397397931968,0.02013129029386243,0.04042260952049462
8.5,1.040756196034259,0.5842438039657408,0.45128281274372056,0.49963464587293593,0.02012826957144942,0.040410569575485236
8.75,1.040768621968775,0.5842313780312248,0.4511909644005029,0.4996307621634784,0.020125579556552226,0.04039927765101217
9.0,1.0407787459847113,0.5842212540152886,0.45109828787803474,0.4996280072297925,0.020123116831928356,0.04038869840600359
9.25,1.040786648760498,0.5842133512395019,0.45100505563897725,0.4996263039166271,0.020120957628195435,0.04037879811292504
9.5,1.0407924094587855,0.5842075905412144,0.45091152136960766,0.49962557913325417,0.020119008494445506,0.040369544579682476
9.75,1.040796105729624,0.5842038942703761,0.45081792097023393,0.49962576364957567,0.020117337622359455,0.04036090707554364
10.0,1.0407978137148146,0.5842021862851853,0.4507244734959878,0.4996267919029454,0.020115860546935788,0.04035285626086586
10.25,1.0407976080533277,0.5842023919466722,0.45063138205059944,0.49962860181509433,0.020114638250541023,0.04034536412042704
10.5,1.0407955618876903,0.5842044381123098,0.4505388346356058,0.49963113461858827,0.020113594372197008,0.040338403900169184
10.75,1.0407917468712626,0.5842082531287375,0.45044700495730916,0.49963433469228075,0.020112783430176084,0.040331950047174464
11.0,1.0407862331763282,0.5842137668236719,0.4503560531936698,0.4996381494052567,0.020112136374078188,0.04032597815270138
11.25,1.0407790895029254,0.5842209104970747,0.4502661267231972,0.4996425289687944,0.020111701927619824,0.04032046489812072
11.5,1.0407703830883657,0.5842296169116344,0.45017736081778664,0.4996474262959002,0.020111417637029172,0.04031538800359653
11.75,1.04076017971738,0.5842398202826199,0.45008987930134275,0.49965279686799946,0.02011132703288737,0.040310726179368414
12.0,1.040748543732847,0.5842514562671529,0.45000379517592887,0.49965859860838957,0.020111373615479433,0.04030645907949709
12.25,1.0407355380470564,0.5842644619529435,0.44991921121708656,0.4996647917620865,0.02011159626260353,0.04030256725794361
12.5,1.0407212241534678,0.5842787758465321,0.44983622053987915,0.4996713387817174,0.02011194385013798,0.040299032126859605
12.75,1.0407056621389312,0.5842943378610687,0.4497549071371302,0.4996782042191312,0.02011245108847798,0.04029583591697114
13.0,1.0406889106963324,0.5843110893036677,0.44967534639124673,0.49968535462242075,0.020113071708327795,0.040292961639947555
13.25,1.0406710271376343,0.5843289728623656,0.44959760556094475,0.4996927584380651,0.020113836688638836,0.04029039305264934
13.5,1.0406520674072888,0.5843479325927111,0.44952174424412095,0.4997003859179196,0.02011470414593375,0.04028811462315783
