model,family,regime,impact_object,coefficient_cos,coefficient_sin,amplitude,zero_angle_1_deg,zero_angle_2_deg,maximizing_angle_deg,positive_arc_start_deg,positive_arc_end_deg,dz_per_dalpha_at_zero,standardized_productivity_per_standardized_automation_at_zero
automation_persistence_0.95,finite_window_ou_state_displacement,no_inherited_payoff,planner_resource_wealth_capital_tax_component_deviation,0.02552761265697431,0.029940530171651977,0.03934583021012668,319.5487392484355,139.54873924843548,49.54873924843552,319.54873924843554,139.5487392484355,-5.071444173478971,-1.172868398387891
automation_persistence_0.95,finite_window_ou_state_displacement,no_inherited_payoff,public_net_worth_deviation,0.0,9.078757613431958e-18,9.078757613431958e-18,0.0,180.0,90.0,0.0,180.0,,
automation_persistence_0.95,finite_window_ou_state_displacement,no_inherited_payoff,worker_comprehensive_resources_deviation,0.30501558514994664,0.240203902491857,0.3882427358711067,308.2209108010265,128.2209108010265,38.22091080102652,308.22091080102655,128.22091080102652,-3.4051824973782567,-0.787513537623895
automation_persistence_0.95,finite_window_ou_state_displacement,no_inherited_payoff,worker_consumption_deviation,0.006162140594066309,0.004852769138568971,0.007843554360956984,308.2209108010265,128.2209108010265,38.22091080102651,308.2209108010265,128.22091080102652,-3.4051824973782567,-0.787513537623895
automation_persistence_0.95,finite_window_ou_state_displacement,no_inherited_payoff,transfer_deviation_linear,0.0006795336054585864,0.00550530299443729,0.0055470827451470145,352.9634270591113,172.96342705911138,82.96342705911131,352.9634270591113,172.96342705911132,-35.03100939037993,-8.101590488261428
automation_persistence_0.95,finite_window_ou_state_displacement,no_inherited_payoff,government_primary_cash_flow_deviation_linear,0.0007326530431221905,-0.004102667218330426,0.0041675722892301845,190.1251304142094,10.125130414209366,280.12513041420937,190.12513041420937,10.125130414209366,24.213094537727507,5.5997409098950435
automation_persistence_0.95,finite_window_ou_state_displacement,no_inherited_payoff,tax_adjustment_cost_deviation_first_order,0.0,0.0,0.0,,,,,,,
automation_persistence_0.95,finite_window_ou_state_displacement,no_inherited_payoff,risky_position_deviation,0.01604752369618645,-0.020409341595229825,0.025962747179958518,218.17737746608555,38.177377466085545,308.17737746608555,218.17737746608555,38.177377466085545,5.4992483506597996,1.271806291214881
automation_persistence_0.95,finite_window_ou_state_displacement,no_inherited_payoff,safe_position_deviation,-0.016047523696186464,0.02040934159522982,0.02596274717995852,38.17737746608556,218.17737746608555,128.17737746608555,38.177377466085545,218.17737746608555,5.499248350659797,1.2718062912148809
automation_persistence_0.95,finite_window_ou_state_displacement,no_inherited_payoff,output_exogenous_state_component,0.008306980285769277,0.00215273769634541,0.00858138689591758,284.5284841101777,104.52848411017771,14.528484110177748,284.5284841101777,104.52848411017774,-1.12054757541687,-0.2591480444504331
automation_persistence_0.95,finite_window_ou_state_displacement,no_inherited_payoff,wage_income_exogenous_state_component,0.005482606988607723,-0.0006525338558683181,0.005521302366705216,263.2126478864193,83.21264788641929,353.2126478864193,263.2126478864193,83.21264788641929,0.5146337905421128,0.11901890053841485
automation_persistence_0.95,finite_window_ou_state_displacement,no_inherited_payoff,fiscal_resources_exogenous_state_component,0.0068947936371885,0.0007501019202385462,0.006935476349189043,276.2089327076292,96.20893270762917,6.208932707629151,276.2089327076292,96.20893270762915,-0.47041522509583034,-0.10879251210546989
automation_persistence_0.95,finite_window_ou_state_displacement,no_inherited_payoff,rental_rate_exogenous_state_component,0.002824373297161554,0.0028052715522137285,0.003980782963611411,314.8055925025347,134.8055925025347,44.80559250253468,314.8055925025347,134.8055925025347,-4.294723168160779,-0.9932368200170207
automation_persistence_0.95,finite_window_ou_state_displacement,no_inherited_payoff,planner_resource_wealth_exogenous_state_component,0.30501558514994664,0.240203902491857,0.3882427358711067,308.2209108010265,128.2209108010265,38.22091080102652,308.22091080102655,128.22091080102652,-3.4051824973782567,-0.787513537623895
automation_persistence_0.95,finite_window_ou_state_displacement,no_inherited_payoff,claim_loading_state_functional,0.023457195058233196,0.0232985498261585,0.03306149458209641,314.80559250253464,134.80559250253464,44.80559250253467,314.8055925025347,134.80559250253467,-4.294723168160772,-0.993236820017019
automation_persistence_0.95,finite_window_ou_state_displacement,no_inherited_payoff,claim_payoff_impact,0.0,0.0,0.0,,,,,,,
automation_persistence_0.95,finite_window_ou_state_displacement,no_inherited_payoff,domestic_planner_resource_wealth_contribution_impact,0.30501558514994664,0.240203902491857,0.3882427358711067,308.2209108010265,128.2209108010265,38.22091080102652,308.22091080102655,128.22091080102652,-3.4051824973782567,-0.787513537623895
