named_labels,model,variable,horizon_years,value
output_neutral_automation_positive,automation_persistence_0.50,wage_income_deviation_linear,7.5,-3.272834107842303e-05
output_neutral_automation_positive,automation_persistence_0.50,wage_income_deviation_linear,10.0,-2.104052624572737e-05
output_neutral_automation_positive,automation_persistence_0.50,wage_income_deviation_linear,15.0,-1.074426867331824e-05
output_neutral_automation_positive,automation_persistence_0.50,wage_income_deviation_linear,20.0,-6.789902959452945e-06
output_neutral_automation_positive,automation_persistence_0.50,wage_income_deviation_linear,30.0,-3.0174353979329213e-06
output_neutral_automation_positive,automation_persistence_0.50,wage_income_deviation_linear,40.0,-8.926388753722209e-07
output_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,0.0,-0.0002441595597749135
output_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,0.25,-0.00022925200773805476
output_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,0.5,-0.00021508063417409698
output_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,1.0,-0.00018880834634792386
output_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,2.0,-0.00014366993294483325
output_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,3.0,-0.00010694898549513625
output_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,5.0,-5.313013467373829e-05
output_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,7.5,-1.1990358330331231e-05
output_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,10.0,1.0481862745997004e-05
output_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,15.0,2.5361744316320746e-05
output_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,20.0,2.2722070861123915e-05
output_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,30.0,8.202630365348756e-06
output_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,40.0,-8.413983300438002e-08
output_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,0.0,-0.0002441595597749135
output_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,0.25,-0.00023212513988338427
output_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,0.5,-0.00022046103642696887
output_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,1.0,-0.00019818257379222896
output_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,2.0,-0.00015744450998929804
output_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,3.0,-0.00012118345652862006
output_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,5.0,-5.982045617848825e-05
output_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,7.5,3.559746007812407e-08
output_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,10.0,4.499504645796603e-05
output_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,15.0,0.00010035698232086526
output_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,20.0,0.00012149305672448318
output_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,30.0,0.00010578701259055853
output_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,40.0,6.605580583845128e-05
output_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,0.0,-0.00012207977988745681
output_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,0.25,-0.0001241449133282551
output_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,0.5,-0.00012463024628244873
output_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,1.0,-0.0001220927253695066
output_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,2.0,-0.00010899185069075462
output_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,3.0,-9.20757268671492e-05
output_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,5.0,-6.0732566469532056e-05
output_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,7.5,-3.406231551113463e-05
output_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,10.0,-1.9082888188259185e-05
output_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,15.0,-7.5513764333435496e-06
output_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,20.0,-5.122513979081549e-06
output_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,30.0,-3.877116616268635e-06
output_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,40.0,-2.0186991177566252e-06
output_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,0.0,-0.00012207977988745681
output_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,0.25,-0.00011673428874096401
output_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,0.5,-0.00011151100269371248
output_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,1.0,-0.00010142639167169017
output_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,2.0,-8.267112820450587e-05
output_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,3.0,-6.573344422546758e-05
output_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,5.0,-3.696484715442751e-05
output_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,7.5,-9.63153384875644e-06
output_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,10.0,9.502569932235852e-06
output_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,15.0,2.900049967119746e-05
output_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,20.0,3.211554470473744e-05
output_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,30.0,1.9109955630221903e-05
output_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,40.0,5.637077415848433e-06
output_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,0.0,-0.00012207977988745681
output_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,0.25,-0.0001160254575662574
output_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,0.5,-0.0001102058712236156
output_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,1.0,-9.919477585017715e-05
output_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,2.0,-7.922884223671836e-05
output_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,3.0,-6.13091579229485e-05
output_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,5.0,-2.9339903867952e-05
output_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,7.5,6.460817726927772e-06
output_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,10.0,3.9156956785828363e-05
output_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,15.0,9.390987965404149e-05
output_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,20.0,0.00012968752697832913
output_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,30.0,0.00014188438954105875
output_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,40.0,0.00010654546657820034
output_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,0.0,0.0020278121255176596
output_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,0.25,0.0016280198118998155
output_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,0.5,0.0012957954921958956
output_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,1.0,0.0007919899881057243
output_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,2.0,0.0002162429735838474
output_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,3.0,-3.747764978797814e-05
output_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,5.0,-0.00016386465627191453
output_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,7.5,-0.00013223209591213444
output_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,10.0,-8.435229226808341e-05
output_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,15.0,-3.026233254725947e-05
output_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,20.0,-1.0578401245752286e-05
output_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,30.0,-1.2864021927197612e-06
output_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,40.0,-1.5639678321128697e-07
output_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,0.0,0.0020278121255176596
output_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,0.25,0.001923751495062916
output_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,0.5,0.001825030912965894
output_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,1.0,0.0016425278216693044
output_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,2.0,0.0013304475355521367
output_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,3.0,0.0010776625037972301
output_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,5.0,0.0007070543687413635
output_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,7.5,0.00041750853419808727
output_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,10.0,0.00024653461435862915
output_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,15.0,8.596130476522162e-05
output_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,20.0,2.9972853654498347e-05
output_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,30.0,3.643999275846603e-06
output_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,40.0,4.430252412879264e-07
output_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,0.0,0.0020278121255176596
output_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,0.25,0.002029589259210535
output_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,0.5,0.0020299266691437483
output_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,1.0,0.00202664168198834
output_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,2.0,0.0020064879297136393
output_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,3.0,0.0019719179820059775
output_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,5.0,0.0018733955209383412
output_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,7.5,0.0017201041224931496
output_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,10.0,0.0015557051781229143
output_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,15.0,0.0012407723863375733
output_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,20.0,0.0009729862073746209
output_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,30.0,0.0005876116251965235
output_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,40.0,0.00035243860718676544
primary_resource_neutral_automation_positive,automation_persistence_0.50,output_deviation_linear,0.0,0.00016026836941149944
primary_resource_neutral_automation_positive,automation_persistence_0.50,output_deviation_linear,0.25,0.00012666062501981635
primary_resource_neutral_automation_positive,automation_persistence_0.50,output_deviation_linear,0.5,9.896657984665776e-05
primary_resource_neutral_automation_positive,automation_persistence_0.50,output_deviation_linear,1.0,5.7579946188511465e-05
primary_resource_neutral_automation_positive,automation_persistence_0.50,output_deviation_linear,2.0,1.2117265780284409e-05
primary_resource_neutral_automation_positive,automation_persistence_0.50,output_deviation_linear,3.0,-6.031085564645697e-06
primary_resource_neutral_automation_positive,automation_persistence_0.50,output_deviation_linear,5.0,-1.1623136612824228e-05
primary_resource_neutral_automation_positive,automation_persistence_0.50,output_deviation_linear,7.5,-5.8643775184681374e-06
primary_resource_neutral_automation_positive,automation_persistence_0.50,output_deviation_linear,10.0,-1.2765473531836502e-06
primary_resource_neutral_automation_positive,automation_persistence_0.50,output_deviation_linear,15.0,1.1438238774005234e-06
primary_resource_neutral_automation_positive,automation_persistence_0.50,output_deviation_linear,20.0,6.319977096930317e-08
primary_resource_neutral_automation_positive,automation_persistence_0.50,output_deviation_linear,30.0,-1.7715971712882797e-06
primary_resource_neutral_automation_positive,automation_persistence_0.50,output_deviation_linear,40.0,-1.4491163119648036e-06
primary_resource_neutral_automation_positive,automation_persistence_0.81,output_deviation_linear,0.0,0.00016026836941149944
primary_resource_neutral_automation_positive,automation_persistence_0.81,output_deviation_linear,0.25,0.0001567742198846769
primary_resource_neutral_automation_positive,automation_persistence_0.81,output_deviation_linear,0.5,0.00015351672069257785
primary_resource_neutral_automation_positive,automation_persistence_0.81,output_deviation_linear,1.0,0.00014764164437534302
primary_resource_neutral_automation_positive,automation_persistence_0.81,output_deviation_linear,2.0,0.00013801855021869057
primary_resource_neutral_automation_positive,automation_persistence_0.81,output_deviation_linear,3.0,0.00013053978042934752
primary_resource_neutral_automation_positive,automation_persistence_0.81,output_deviation_linear,5.0,0.00011953988854505742
primary_resource_neutral_automation_positive,automation_persistence_0.81,output_deviation_linear,7.5,0.00010914106299753962
primary_resource_neutral_automation_positive,automation_persistence_0.81,output_deviation_linear,10.0,9.937966259189052e-05
primary_resource_neutral_automation_positive,automation_persistence_0.81,output_deviation_linear,15.0,7.782918030346438e-05
primary_resource_neutral_automation_positive,automation_persistence_0.81,output_deviation_linear,20.0,5.474425541518105e-05
primary_resource_neutral_automation_positive,automation_persistence_0.81,output_deviation_linear,30.0,1.747672763174598e-05
primary_resource_neutral_automation_positive,automation_persistence_0.81,output_deviation_linear,40.0,-2.6244646504476254e-08
primary_resource_neutral_automation_positive,automation_persistence_0.95,output_deviation_linear,0.0,0.00016026836941149944
primary_resource_neutral_automation_positive,automation_persistence_0.95,output_deviation_linear,0.25,0.00016758042760370593
primary_resource_neutral_automation_positive,automation_persistence_0.95,output_deviation_linear,0.5,0.00017473707999157243
primary_resource_neutral_automation_positive,automation_persistence_0.95,output_deviation_linear,1.0,0.00018859900223592712
primary_resource_neutral_automation_positive,automation_persistence_0.95,output_deviation_linear,2.0,0.00021460083699339306
primary_resource_neutral_automation_positive,automation_persistence_0.95,output_deviation_linear,3.0,0.0002384228920057882
primary_resource_neutral_automation_positive,automation_persistence_0.95,output_deviation_linear,5.0,0.00027985288275035966
primary_resource_neutral_automation_positive,automation_persistence_0.95,output_deviation_linear,7.5,0.0003203724630139731
primary_resource_neutral_automation_positive,automation_persistence_0.95,output_deviation_linear,10.0,0.0003487027140001031
primary_resource_neutral_automation_positive,automation_persistence_0.95,output_deviation_linear,15.0,0.0003713082950383521
primary_resource_neutral_automation_positive,automation_persistence_0.95,output_deviation_linear,20.0,0.0003563590729718517
primary_resource_neutral_automation_positive,automation_persistence_0.95,output_deviation_linear,30.0,0.00026438161240532605
primary_resource_neutral_automation_positive,automation_persistence_0.95,output_deviation_linear,40.0,0.00016088366882487527
primary_resource_neutral_automation_positive,automation_persistence_0.50,wage_income_deviation_linear,0.0,-0.00016026836941149944
primary_resource_neutral_automation_positive,automation_persistence_0.50,wage_income_deviation_linear,0.25,-0.00014012068903262317
primary_resource_neutral_automation_positive,automation_persistence_0.50,wage_income_deviation_linear,0.5,-0.00012280462966337183
primary_resource_neutral_automation_positive,automation_persistence_0.50,wage_income_deviation_linear,1.0,-9.501998212712697e-05
primary_resource_neutral_automation_positive,automation_persistence_0.50,wage_income_deviation_linear,2.0,-5.851397789078455e-05
primary_resource_neutral_automation_positive,automation_persistence_0.50,wage_income_deviation_linear,3.0,-3.7236203125552423e-05
primary_resource_neutral_automation_positive,automation_persistence_0.50,wage_income_deviation_linear,5.0,-1.5985191827686945e-05
primary_resource_neutral_automation_positive,automation_persistence_0.50,wage_income_deviation_linear,7.5,-5.340196758768456e-06
primary_resource_neutral_automation_positive,automation_persistence_0.50,wage_income_deviation_linear,10.0,-1.1023313050769722e-06
primary_resource_neutral_automation_positive,automation_persistence_0.50,wage_income_deviation_linear,15.0,7.468046949601043e-07
primary_resource_neutral_automation_positive,automation_persistence_0.50,wage_income_deviation_linear,20.0,4.145812808585737e-08
primary_resource_neutral_automation_positive,automation_persistence_0.50,wage_income_deviation_linear,30.0,-1.1692543808244382e-06
primary_resource_neutral_automation_positive,automation_persistence_0.50,wage_income_deviation_linear,40.0,-9.564167661387373e-07
primary_resource_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,0.0,-0.00016026836941149944
primary_resource_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,0.25,-0.000148921930818469
primary_resource_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,0.5,-0.00013811990824367878
primary_resource_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,1.0,-0.00011805336422297577
primary_resource_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,2.0,-8.346020495933298e-05
primary_resource_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,3.0,-5.5231227880602335e-05
primary_resource_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,5.0,-1.3868001132923926e-05
primary_resource_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,7.5,1.7256693789995027e-05
primary_resource_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,10.0,3.324565627568647e-05
primary_resource_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,15.0,4.008928238865854e-05
primary_resource_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,20.0,3.2198821281592754e-05
primary_resource_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,30.0,1.105655374538464e-05
primary_resource_neutral_automation_positive,automation_persistence_0.81,wage_income_deviation_linear,40.0,-7.544562294269935e-08
primary_resource_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,0.0,-0.00016026836941149944
primary_resource_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,0.25,-0.0001520526042985653
primary_resource_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,0.5,-0.0001439825980864338
primary_resource_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,1.0,-0.0001282678770862227
primary_resource_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,2.0,-9.846950521819844e-05
primary_resource_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,3.0,-7.074164602832574e-05
primary_resource_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,5.0,-2.1158028548574322e-05
primary_resource_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,7.5,3.0360630177691833e-05
primary_resource_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,10.0,7.08525269295109e-05
primary_resource_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,15.0,0.00012180693089152916
primary_resource_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,20.0,0.00013982342412070757
primary_resource_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,30.0,0.00011738818836952225
primary_resource_neutral_automation_positive,automation_persistence_0.95,wage_income_deviation_linear,40.0,7.199314134589198e-05
primary_resource_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,0.0,3.681335923026183e-20
primary_resource_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,0.25,-9.281691193429547e-06
primary_resource_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,0.5,-1.6447194253163888e-05
primary_resource_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,1.0,-2.5855696997072392e-05
primary_resource_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,2.0,-3.20600125634554e-05
primary_resource_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,3.0,-2.9826326204442614e-05
primary_resource_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,5.0,-1.8544148425503744e-05
primary_resource_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,7.5,-6.26730607184986e-06
primary_resource_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,10.0,8.12227755209109e-07
primary_resource_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,15.0,5.0379940445751784e-06
primary_resource_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,20.0,3.9547327703204255e-06
primary_resource_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,30.0,3.2828856378371714e-07
primary_resource_neutral_automation_positive,automation_persistence_0.50,fiscal_resources_deviation_linear,40.0,-9.065600180972881e-07
primary_resource_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,0.0,3.681335923026183e-20
primary_resource_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,0.25,-1.2067942889849526e-06
primary_resource_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,0.5,-2.151970119827298e-06
primary_resource_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,1.0,-3.33687796407121e-06
primary_resource_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,2.0,-3.3799575932646563e-06
primary_resource_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,3.0,-1.1227784732418296e-06
primary_resource_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,5.0,7.354057705783031e-06
primary_resource_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,7.5,2.035339787758783e-05
primary_resource_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,10.0,3.196002435054221e-05
primary_resource_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,15.0,4.486630105588643e-05
primary_resource_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,20.0,4.4530730279244814e-05
primary_resource_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,30.0,2.5375872116155087e-05
primary_resource_neutral_automation_positive,automation_persistence_0.81,fiscal_resources_deviation_linear,40.0,7.43546372148672e-06
primary_resource_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,0.0,3.681335923026183e-20
primary_resource_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,0.25,-4.344250249652539e-07
primary_resource_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,0.5,-7.298494950891032e-07
primary_resource_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,1.0,-9.052249398512618e-07
primary_resource_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,2.0,3.708874236547015e-07
primary_resource_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,3.0,3.6980912588258546e-06
primary_resource_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,5.0,1.56624843728305e-05
primary_resource_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,7.5,3.788823295027192e-05
primary_resource_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,10.0,6.42725661325041e-05
primary_resource_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,15.0,0.00011559401709641546
primary_resource_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,20.0,0.0001508488534469921
primary_resource_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,30.0,0.0001591555400312928
primary_resource_neutral_automation_positive,automation_persistence_0.95,fiscal_resources_deviation_linear,40.0,0.00011738906205609386
primary_resource_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,0.0,0.0026621455504686263
primary_resource_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,0.25,0.0022032925907977787
primary_resource_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,0.5,0.0018192560592460718
primary_resource_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,1.0,0.0012295596954113132
primary_resource_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,2.0,0.0005325542530490276
primary_resource_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,3.0,0.0001996743948526442
primary_resource_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,5.0,-2.075355986384457e-05
primary_resource_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,7.5,-5.090602682638566e-05
primary_resource_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,10.0,-3.689214130861489e-05
primary_resource_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,15.0,-1.379023873433576e-05
primary_resource_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,20.0,-4.837319694585395e-06
primary_resource_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,30.0,-5.88448989962924e-07
primary_resource_neutral_automation_positive,automation_persistence_0.50,claim_loading_state_functional,40.0,-7.154199538235103e-08
primary_resource_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,0.0,0.0026621455504686263
primary_resource_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,0.25,0.002525533020709077
primary_resource_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,0.5,0.002395930995421764
primary_resource_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,1.0,0.0021563378958795875
primary_resource_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,2.0,0.001746633695662466
primary_resource_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,3.0,0.0014147732934865968
primary_resource_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,5.0,0.0009282327578565572
primary_resource_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,7.5,0.000548112161186718
primary_resource_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,10.0,0.0003236547500591459
primary_resource_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,15.0,0.00011285143338157804
primary_resource_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,20.0,3.934886175453794e-05
primary_resource_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,30.0,4.783902974063489e-06
primary_resource_neutral_automation_positive,automation_persistence_0.81,claim_loading_state_functional,40.0,5.816109194725553e-07
primary_resource_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,0.0,0.0026621455504686263
primary_resource_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,0.25,0.0026408578525126745
primary_resource_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,0.5,0.002619193162841743
primary_resource_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,1.0,0.002574882889639453
primary_resource_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,2.0,0.002483272884679829
primary_resource_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,3.0,0.0023891878934589397
primary_resource_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,5.0,0.002199122201582173
primary_resource_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,7.5,0.0019674695931777408
primary_resource_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,10.0,0.0017501765240618093
primary_resource_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,15.0,0.001371177275956153
primary_resource_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,20.0,0.001066891887461643
primary_resource_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,30.0,0.0006410971204766198
primary_resource_neutral_automation_positive,automation_persistence_0.95,claim_loading_state_functional,40.0,0.00038412931348481247
